company_name,high,low,last_price,prev_close,change,percent_gain
Tube Investment,"4,050.00","3,570.00","3,895.85","3,574.20",321.65,9
CenturyPlyboard,750.00,690.60,737.15,686.85,50.30,7.32
IRFC,83.35,76.80,82.20,76.60,5.60,7.31
Dixon Technolog,"6,400.00","5,961.00","6,372.65","5,964.90",407.75,6.84
Karur Vysya,164.90,154.45,163.85,154.40,9.45,6.12
GMR Airports,74.40,69.55,73.10,68.90,4.20,6.1
Radico Khaitan,"1,674.00","1,573.00","1,663.85","1,568.85",95.00,6.06
NLC India,195.00,180.80,192.70,182.45,10.25,5.62
Shree Renuka,47.70,44.30,47.35,44.90,2.45,5.46
Affle India,"1,198.00","1,125.05","1,187.45","1,127.60",59.85,5.31
JBM Auto,"1,344.35","1,293.00","1,344.35","1,280.35",64.00,5
Sterling Wilson,423.20,404.00,423.20,403.05,20.15,5
Solar Ind,"6,650.00","6,221.00","6,605.20","6,298.55",306.65,4.87
Jindal Steel,728.00,685.00,719.25,686.25,33.00,4.81
Gujarat Fluoro,"2,987.00","2,834.75","2,978.70","2,843.25",135.45,4.76
BLS Internation,299.25,286.50,296.30,282.95,13.35,4.72
RITES,499.50,476.70,498.30,476.05,22.25,4.67
Polycab,"5,710.35","5,446.00","5,691.95","5,446.65",245.30,4.5
Engineers India,160.55,151.50,159.95,153.25,6.70,4.37
Rail Vikas,180.80,171.80,178.35,171.15,7.20,4.21
Intellect Desig,790.00,750.30,779.65,748.55,31.10,4.15
APTUS VALUE,331.50,320.50,330.10,318.05,12.05,3.79
NOCIL,271.40,260.00,268.10,258.45,9.65,3.73
Sobha,"1,088.95","1,029.00","1,070.30","1,031.90",38.40,3.72
Suven Pharma,700.00,663.05,690.20,665.65,24.55,3.69
Fert and Chem,808.35,760.50,786.05,758.20,27.85,3.67
Bank of India,120.00,114.85,118.45,114.30,4.15,3.63
Finolex Cables,"1,072.70","1,035.00","1,069.35","1,032.15",37.20,3.6
Triveni Engg,349.00,336.20,345.25,333.25,12.00,3.6
Varun Beverages,"1,109.00","1,071.00","1,104.25","1,066.95",37.30,3.5
Varun Beverages,"1,109.00","1,071.00","1,104.25","1,066.95",37.30,3.5
