company_name,high,low,last_price,prev_close,change,percent_gain
Garden Reach Sh,"1,573.00","1,353.50","1,535.05","1,365.30",169.75,12.43
Shree Renuka,49.95,44.95,49.30,44.16,5.14,11.64
Oracle Fin Serv,"9,760.00","8,802.00","9,658.00","8,742.85",915.15,10.47
Aegis Logistics,887.65,767.15,841.10,766.90,74.20,9.68
Usha Martin,423.95,375.00,414.80,378.25,36.55,9.66
Elgi Equipments,663.00,605.00,657.85,604.25,53.60,8.87
Praj Industries,692.85,639.00,685.70,634.70,51.00,8.04
DCM Shriram,"1,062.75",992.85,"1,057.40",991.40,66.00,6.66
One 97 Paytm,439.00,405.55,428.05,402.50,25.55,6.35
Mazagon Dock,"3,410.00","3,209.00","3,389.90","3,199.75",190.15,5.94
Archean Chem,686.90,638.15,658.95,622.05,36.90,5.93
Home First,"1,063.80",966.55,"1,022.10",966.45,55.65,5.76
Chola Invest.,"1,439.95","1,365.80","1,436.10","1,359.05",77.05,5.67
Cochin Shipyard,"2,018.00","1,890.00","2,006.80","1,902.85",103.95,5.46
Cochin Shipyard,"2,018.00","1,890.00","2,006.80","1,902.85",103.95,5.46
Sun Pharma Adv,238.80,220.00,234.40,222.36,12.04,5.41
Triveni Engg,398.90,372.75,391.65,372.15,19.50,5.24
Dixon Technolog,"10,888.80","10,354.40","10,855.70","10,317.50",538.20,5.22
Motherson SWI,74.30,68.64,72.62,69.02,3.60,5.22
JM Financial,85.50,81.23,84.37,80.24,4.13,5.15
CHEMPLAST SANMA,574.40,527.40,555.85,529.75,26.10,4.93
KEC Intl,871.20,826.50,868.60,827.85,40.75,4.92
Bharat Dynamics,"1,500.00","1,402.00","1,491.10","1,421.35",69.75,4.91
Bharat Dynamics,"1,500.00","1,402.00","1,491.10","1,421.35",69.75,4.91
Macrotech Dev,"1,552.50","1,475.20","1,538.75","1,466.95",71.80,4.89
Sobha,"2,220.00","2,110.00","2,162.25","2,062.50",99.75,4.84
Century,"2,212.50","2,085.30","2,181.20","2,081.30",99.90,4.8
Aether Ind,875.00,822.00,859.60,820.55,39.05,4.76
Siemens,"7,468.00","7,092.30","7,396.60","7,065.30",331.30,4.69
Balrampur Chini,441.40,420.00,439.15,419.55,19.60,4.67
Shriram Finance,"2,697.65","2,581.10","2,684.30","2,566.95",117.35,4.57
Apar Ind,"8,679.90","8,150.00","8,511.95","8,147.10",364.85,4.48
Hindustan Aeron,"5,117.55","4,856.00","5,099.70","4,889.00",210.70,4.31
Hindustan Aeron,"5,117.55","4,856.00","5,099.70","4,889.00",210.70,4.31
Godrej Ind,842.00,797.30,834.45,800.15,34.30,4.29
Gujarat Gas,644.10,610.90,636.20,610.50,25.70,4.21
JK Paper,448.50,430.30,446.10,430.15,15.95,3.71
Tube Investment,"4,250.00","4,085.00","4,237.00","4,085.45",151.55,3.71
Timken,"4,398.80","4,140.05","4,294.15","4,140.35",153.80,3.71
Blue Dart,"8,179.80","7,810.00","8,095.50","7,806.55",288.95,3.7
HDFC Life,598.40,565.00,593.50,572.70,20.80,3.63
Solar Ind,"9,839.95","9,479.85","9,739.35","9,399.70",339.65,3.61
Bharat Elec,303.00,287.05,300.90,290.50,10.40,3.58
KEI Industries,"4,889.00","4,683.35","4,825.90","4,658.95",166.95,3.58
Godrej Prop,"3,047.95","2,935.00","3,030.75","2,928.20",102.55,3.5
Just Dial,"1,071.80","1,022.00","1,051.90","1,018.25",33.65,3.3
Hitachi Energy,"11,185.80","10,569.45","10,830.85","10,489.30",341.55,3.26
Happy Forgings,"1,218.00","1,164.00","1,200.20","1,162.45",37.75,3.25
Bosch,"32,683.25","31,450.80","32,433.15","31,411.30","1,021.85",3.25
Fortis Health,489.00,468.30,483.00,468.10,14.90,3.18
Divis Labs,"4,617.00","4,496.85","4,593.50","4,452.35",141.15,3.17
L&T Finance,179.18,175.00,175.87,170.62,5.25,3.08
Sterlite Techno,136.02,130.10,134.25,130.26,3.99,3.06
Escorts Kubota,"4,260.45","4,123.55","4,247.65","4,122.60",125.05,3.03
BHEL,305.55,292.40,303.95,295.15,8.80,2.98
Zomato,185.80,180.15,184.94,179.65,5.29,2.94
GlaxoSmithKline,"2,709.25","2,630.00","2,700.70","2,625.65",75.05,2.86
Equitas Bank,100.45,97.94,100.21,97.43,2.78,2.85
ICICI Prudentia,598.60,573.80,596.15,579.75,16.40,2.83
KNR Construct,392.90,372.00,382.80,372.40,10.40,2.79
Global Health,"1,283.00","1,241.85","1,277.40","1,243.20",34.20,2.75
Schaeffler Ind,"4,575.00","4,415.00","4,524.40","4,404.10",120.30,2.73
IEX,181.75,174.66,178.25,173.61,4.64,2.67
M&M,"2,879.10","2,788.65","2,861.70","2,787.55",74.15,2.66
Titan Company,"3,477.10","3,390.00","3,472.20","3,382.30",89.90,2.66
Balaji Amines,"2,250.00","2,180.00","2,245.90","2,188.45",57.45,2.63
Deepak Nitrite,"2,421.00","2,352.55","2,411.05","2,351.80",59.25,2.52
GE Shipping,"1,198.00","1,158.00","1,188.35","1,159.40",28.95,2.5
Chola Fin Hold,"1,286.00","1,237.95","1,274.50","1,243.90",30.60,2.46
Voltas,"1,492.00","1,446.20","1,482.65","1,447.25",35.40,2.45
MphasiS,"2,465.00","2,409.05","2,456.50","2,397.95",58.55,2.44
Max Financial,995.00,940.15,987.80,964.70,23.10,2.39
Jai Balaji Ind,949.00,910.00,938.65,917.05,21.60,2.36
Oil India,686.30,653.50,677.85,662.25,15.60,2.36
Zensar Tech,723.00,697.05,715.85,699.45,16.40,2.34
Kaynes Tech,"3,750.00","3,625.00","3,721.35","3,636.15",85.20,2.34
Power Finance,505.85,492.60,503.55,492.05,11.50,2.34
Swan Energy,617.00,593.05,614.65,600.70,13.95,2.32
Firstsource Sol,207.49,201.56,204.27,199.68,4.59,2.3
MCX India,"3,895.00","3,799.95","3,880.50","3,793.15",87.35,2.3
Max Healthcare,914.80,881.55,890.05,870.50,19.55,2.25
MTAR Tech,"1,842.00","1,785.00","1,819.95","1,781.00",38.95,2.19
KPR Mill,868.00,840.00,859.35,841.00,18.35,2.18
SignatureGlobal,"1,330.00","1,286.15","1,321.90","1,293.75",28.15,2.18
Intellect Desig,"1,117.00","1,042.90","1,064.80","1,042.60",22.20,2.13
Gujarat Fluoro,"3,299.00","3,223.00","3,290.75","3,222.85",67.90,2.11
Krishna Inst.,"2,019.45","1,970.45","2,006.55","1,965.35",41.20,2.1
AB Capital,241.16,234.61,239.08,234.22,4.86,2.07
IGL,490.45,478.50,487.05,477.20,9.85,2.06
EID Parry,733.10,701.00,720.40,705.90,14.50,2.05
Metropolis,"2,023.00","1,962.30","1,990.25","1,950.70",39.55,2.03
