company_name,high,low,last_price,prev_close,change,percent_gain
C. E. Info Syst,"2,409.65","2,135.00","2,409.65","2,008.05",401.60,20
Fert and Chem,"1,090.35",892.55,"1,090.35",908.65,181.70,20
Rashtriya Chem,222.26,184.31,222.26,185.22,37.04,20
Chambal Fert,561.15,465.25,557.85,467.65,90.20,19.29
Deepak Fert,750.00,637.00,728.15,645.50,82.65,12.8
GNFC,776.60,700.90,765.55,696.95,68.60,9.84
GSFC,274.70,237.38,262.66,239.82,22.84,9.52
Mahindra Holida,488.00,429.55,474.85,435.15,39.70,9.12
TVS Supply,188.50,175.15,188.10,174.29,13.81,7.92
Prestige Estate,"2,050.55","1,867.15","2,013.80","1,867.40",146.40,7.84
Sonata,605.00,565.00,602.60,563.55,39.05,6.93
Balaji Amines,"2,419.00","2,234.40","2,397.45","2,243.65",153.80,6.85
India Cements,234.80,219.00,233.15,218.60,14.55,6.66
Elgi Equipments,750.00,697.60,743.85,701.05,42.80,6.11
JM Financial,88.40,82.73,87.31,82.47,4.84,5.87
City Union Bank,167.50,159.25,166.26,157.05,9.21,5.86
New India Assur,254.00,237.31,251.09,237.88,13.21,5.55
JK Paper,527.95,489.05,522.75,495.45,27.30,5.51
Bharat Forge,"1,800.70","1,697.00","1,791.40","1,703.40",88.00,5.17
Himadri Special,401.10,390.00,401.10,382.00,19.10,5
Alkyl Amines,"2,151.90","2,000.60","2,104.00","2,004.95",99.05,4.94
Deepak Nitrite,"2,640.00","2,469.00","2,605.25","2,485.90",119.35,4.8
Vedanta,479.00,449.15,469.95,448.45,21.50,4.79
SUMITOMO,503.00,470.30,496.35,473.75,22.60,4.77
Bandhan Bank,209.75,199.01,208.18,198.83,9.35,4.7
Coromandel Int,"1,688.45","1,554.30","1,643.80","1,573.10",70.70,4.49
Atul,"6,549.00","6,214.20","6,507.10","6,234.50",272.60,4.37
Metro Brands,"1,331.00","1,227.25","1,291.10","1,237.95",53.15,4.29
Tata Chemicals,"1,161.30","1,105.30","1,154.00","1,106.85",47.15,4.26
NMDC,275.60,259.25,273.25,262.10,11.15,4.25
L&T Finance,184.00,175.21,183.65,176.21,7.44,4.22
Mahanagar Gas,"1,520.00","1,434.05","1,506.70","1,446.05",60.65,4.19
Gujarat Fluoro,"3,499.95","3,237.00","3,394.90","3,259.80",135.10,4.14
Endurance Techn,"2,766.40","2,605.55","2,698.50","2,593.60",104.90,4.04
