company_name,high,low,last_price,prev_close,change,percent_gain
Zydus Wellness,"1,693.70","1,662.00","1,689.55","1,673.70",15.85,0.95
Lakshmi Machine,"13,904.45","13,472.55","13,692.70","13,563.90",128.8,0.95
Rashtriya Chem,173.40,166.10,171.65,170.05,1.6,0.94
Bank of Baroda,235.45,227.25,232.85,230.70,2.15,0.93
Intellect Desig,844.00,815.00,826.80,819.15,7.65,0.93
REC,431.85,415.35,423.55,419.70,3.85,0.92
IRFC,101.95,99.00,100.90,100.00,0.9,0.9
IDBI Bank,68.55,67.10,67.90,67.30,0.6,0.89
Power Finance,401.30,385.00,393.10,389.65,3.45,0.89
Lupin,"1,412.90","1,388.10","1,406.40","1,394.35",12.05,0.86
GlaxoSmithKline,"2,122.00","2,042.20","2,065.85","2,049.00",16.85,0.82
Blue Dart,"7,456.00","7,314.00","7,411.20","7,351.85",59.35,0.81
BSE Limited,"2,274.00","2,210.00","2,253.35","2,235.95",17.4,0.78
Godrej Consumer,"1,173.50","1,155.00","1,168.10","1,159.15",8.95,0.77
CreditAccess Gr,"1,624.00","1,561.00","1,585.30","1,573.75",11.55,0.73
India Cements,269.50,259.85,262.95,261.05,1.9,0.73
Petronet LNG,229.80,225.60,228.30,226.65,1.65,0.73
SRF,"2,525.00","2,464.85","2,506.35","2,488.30",18.05,0.73
Sanofi India,"8,393.40","8,280.00","8,365.15","8,305.20",59.95,0.72
TCNS Clothing C,410.75,400.05,407.60,404.70,2.9,0.72
Torrent Power,952.90,939.65,944.30,937.70,6.6,0.7
United Brewerie,"1,841.65","1,803.60","1,824.95","1,812.60",12.35,0.68
SKF India,"4,584.90","4,535.00","4,551.20","4,520.80",30.4,0.67
Whirlpool,"1,367.00","1,355.90","1,363.95","1,355.05",8.9,0.66
Chola Fin Hold,"1,016.05","1,002.05","1,012.65","1,006.20",6.45,0.64
Oil India,391.85,377.30,385.70,383.30,2.4,0.63
SBI,648.00,635.80,643.45,639.45,4,0.63
IRB Infra,41.80,41.05,41.55,41.30,0.25,0.61
IRB Infra,41.80,41.05,41.55,41.30,0.25,0.61
Praj Industries,558.00,546.10,551.25,547.90,3.35,0.61
Endurance Techn,"1,909.90","1,864.60","1,892.80","1,881.70",11.1,0.59
Tata Comm,"1,757.50","1,730.60","1,750.00","1,739.75",10.25,0.59
ONGC,210.45,204.50,208.25,207.05,1.2,0.58
ACC,"2,333.80","2,255.00","2,280.20","2,267.30",12.9,0.57
Cummins,"1,977.25","1,946.00","1,971.95","1,960.85",11.1,0.57
JSW Energy,422.80,407.80,411.25,408.95,2.3,0.56
Bayer CropScien,"5,549.90","5,470.65","5,513.80","5,483.60",30.2,0.55
Indigo Paints,"1,495.00","1,470.00","1,490.35","1,482.15",8.2,0.55
Dixon Technolog,"6,411.00","6,269.00","6,350.70","6,316.50",34.2,0.54
Gujarat Fluoro,"3,920.00","3,822.80","3,892.10","3,871.50",20.6,0.53
Varroc Engineer,558.75,542.00,554.30,551.45,2.85,0.52
Garware Technic,"3,419.50","3,366.75","3,400.45","3,383.65",16.8,0.5
Mahanagar Gas,"1,227.00","1,200.25","1,222.00","1,215.90",6.1,0.5
Capri Global,780.40,769.30,775.45,771.70,3.75,0.49
Axis Bank,"1,102.60","1,081.30","1,098.60","1,093.25",5.35,0.49
Sunteck Realty,440.50,430.60,437.00,434.90,2.1,0.48
Medplus Health,756.60,744.55,749.45,745.85,3.6,0.48
Hind Zinc,322.00,318.10,318.80,317.30,1.5,0.47
Shree Cements,"28,435.00","28,020.40","28,221.75","28,088.55",133.2,0.47
AU Small Financ,774.15,754.00,770.35,766.85,3.5,0.46
Infibeam Avenue,22.40,21.90,22.05,21.95,0.1,0.46
MRF,"130,955.00","129,000.00","130,595.85","129,992.30",603.55,0.46
Poly Medicure,"1,469.20","1,435.30","1,445.20","1,438.65",6.55,0.46
Restaurant Bran,116.45,113.00,113.95,113.45,0.5,0.44
Solar Ind,"6,765.00","6,590.00","6,707.80","6,678.85",28.95,0.43
Equitas Bank,111.60,108.80,110.70,110.25,0.45,0.41
United Spirits,"1,105.10","1,085.05","1,098.20","1,093.90",4.3,0.39
Apollo Hospital,"5,786.00","5,673.05","5,768.30","5,746.35",21.95,0.38
IDFC,124.85,121.70,123.90,123.45,0.45,0.36
M&M Financial,280.70,272.00,275.65,274.70,0.95,0.35
General Insuran,314.10,307.25,310.65,309.60,1.05,0.34
Archean Chem,656.00,640.00,646.85,644.75,2.1,0.33
GNFC,802.80,777.00,795.60,792.95,2.65,0.33
Jubilant Pharmo,591.00,573.35,579.85,577.95,1.9,0.33
Balrampur Chini,408.55,403.05,406.40,405.10,1.3,0.32
Just Dial,812.50,801.35,806.95,804.55,2.4,0.3
TCI Express,"1,391.00","1,375.40","1,386.70","1,382.60",4.1,0.3
TTK Prestige,750.20,741.00,747.15,744.90,2.25,0.3
Navin Fluorine,"3,882.00","3,835.15","3,867.85","3,856.85",11,0.29
Apollo Tyres,460.55,453.55,457.75,456.45,1.3,0.28
Container Corp,890.30,869.30,882.15,879.65,2.5,0.28
Carborundum,"1,129.95","1,107.00","1,120.05","1,116.90",3.15,0.28
Grindwell Norto,"2,350.35","2,294.70","2,342.50","2,336.00",6.5,0.28
Hikal,313.00,305.25,307.75,306.90,0.85,0.28
Indiabulls Hsg,217.90,210.00,212.35,211.75,0.6,0.28
Syngene Intl,730.00,714.10,723.65,721.70,1.95,0.27
DLF,720.85,706.70,715.65,713.85,1.8,0.25
MTAR Tech,"2,204.95","2,156.20","2,185.40","2,180.10",5.3,0.24
Star Health,555.00,542.85,551.40,550.15,1.25,0.23
Aegis Logistics,354.00,348.15,349.75,349.00,0.75,0.21
Devyani Int,192.00,188.85,190.45,190.05,0.4,0.21
Latent View,461.80,450.05,455.65,454.70,0.95,0.21
Motilal Oswal,"1,253.00","1,233.40","1,242.35","1,239.80",2.55,0.21
Hitachi Energy,"5,537.15","5,404.00","5,438.00","5,427.30",10.7,0.2
Amber Enterpris,"3,146.00","3,097.10","3,112.10","3,106.30",5.8,0.19
ITI,315.45,307.55,311.80,311.20,0.6,0.19
Sapphire Foods,"1,414.90","1,399.05","1,408.80","1,406.10",2.7,0.19
Sun Pharma,"1,304.65","1,291.15","1,298.60","1,296.20",2.4,0.19
ICICI Bank,988.00,975.10,984.05,982.25,1.8,0.18
Jindal Worldwid,314.95,298.80,308.75,308.20,0.55,0.18
Network 18,92.35,89.30,89.70,89.55,0.15,0.17
Castrol,192.60,186.75,189.30,189.00,0.3,0.16
Mahindra Holida,397.00,387.65,390.70,390.10,0.6,0.15
Jindal Stainles,604.80,595.50,597.05,596.30,0.75,0.13
Kajaria Ceramic,"1,309.15","1,289.15","1,299.20","1,297.45",1.75,0.13
LIC India,853.30,836.10,838.75,837.70,1.05,0.13
Bharat Elec,184.70,180.60,182.35,182.15,0.2,0.11
Jyothy Labs,495.95,481.00,484.50,484.00,0.5,0.1
Dr Reddys Labs,"5,970.00","5,888.20","5,931.90","5,926.80",5.1,0.09
TV18 Broadcast,54.10,52.00,52.80,52.75,0.05,0.09
ICICI Prudentia,539.80,531.80,534.90,534.40,0.5,0.09
Max Financial,939.70,926.05,933.05,932.20,0.85,0.09
Gujarat Gas,501.50,491.60,498.75,498.35,0.4,0.08
CESC,137.45,132.10,134.70,134.60,0.1,0.07
Krishna Inst.,"1,966.70","1,903.25","1,945.00","1,943.70",1.3,0.07
Larsen,"3,465.85","3,411.60","3,440.35","3,438.10",2.25,0.07
NTPC,308.00,303.30,306.20,306.00,0.2,0.07
JK Paper,404.20,395.35,397.85,397.60,0.25,0.06
ICICI Securitie,721.95,706.05,720.40,719.95,0.45,0.06
Route,"1,689.40","1,655.10","1,680.20","1,679.15",1.05,0.06
Kotak Mahindra,"1,870.00","1,847.65","1,865.90","1,865.05",0.85,0.05
Galaxy Surfacta,"2,777.40","2,740.25","2,766.55","2,765.35",1.2,0.04
Deepak Nitrite,"2,500.00","2,435.05","2,480.05","2,479.20",0.85,0.03
KRBL,378.45,372.05,374.05,373.95,0.1,0.03
UTI AMC,904.95,860.10,868.60,868.30,0.3,0.03
Aarti Drugs,507.80,499.05,501.25,501.15,0.1,0.02
Poonawalla Fin,437.65,430.00,431.10,431.00,0.1,0.02
Piramal Enter,944.90,930.10,935.40,935.20,0.2,0.02
Radico Khaitan,"1,669.40","1,645.10","1,656.35","1,656.10",0.25,0.02
Chalet Hotels,682.05,671.30,677.85,677.80,0.05,0.01
Divis Labs,"4,064.50","4,012.00","4,030.60","4,030.00",0.6,0.01
