company_name,high,low,last_price,prev_close,change,percent_gain
Fert and Chem,551.75,461.20,546.25,459.80,86.45,18.8
EID Parry,524.95,485.95,522.25,483.55,38.70,8
Vodafone Idea,10.85,9.55,10.65,9.90,0.75,7.58
MMTC Ltd,69.30,63.85,67.50,63.00,4.50,7.14
JK Paper,402.50,373.00,398.00,371.95,26.05,7
KRBL,444.70,405.50,435.30,406.90,28.40,6.98
Petronet LNG,246.40,228.65,244.90,229.15,15.75,6.87
Indiabulls Real,84.50,78.30,83.00,78.20,4.80,6.14
Lux Industries,"1,645.00","1,497.75","1,586.55","1,496.85",89.70,5.99
Rashtriya Chem,133.25,124.30,131.30,123.95,7.35,5.93
JM Financial,95.90,89.50,93.90,89.05,4.85,5.45
Shree Renuka,54.80,51.45,53.30,50.60,2.70,5.34
Adani Energy,859.45,809.00,855.95,813.45,42.50,5.22
Adani Green Ene,"1,015.00",954.00,"1,006.10",962.10,44.00,4.57
Triveni Engg,352.00,334.35,348.85,334.60,14.25,4.26
INDUS TOWERS,187.40,175.50,184.85,177.40,7.45,4.2
Castrol,160.10,150.00,155.20,149.00,6.20,4.16
Restaurant Bran,125.00,120.00,124.00,119.20,4.80,4.03
Mahanagar Gas,"1,077.90","1,038.00","1,073.80","1,032.55",41.25,3.99
Syngene Intl,845.00,809.00,839.10,807.70,31.40,3.89
TATA Cons. Prod,883.00,845.50,878.90,846.30,32.60,3.85
Voltas,908.50,882.00,896.60,866.70,29.90,3.45
CESC,92.65,87.30,92.10,89.15,2.95,3.31
FSN E-Co Nykaa,144.50,137.30,142.60,138.05,4.55,3.3
Page Industries,"41,149.90","39,444.80","40,806.40","39,504.80","1,301.60",3.29
Radico Khaitan,"1,305.00","1,250.00","1,290.35","1,249.45",40.90,3.27
Gujarat Pipavav,137.65,131.10,135.15,130.95,4.20,3.21
Welspun Corp,346.40,332.75,343.70,333.00,10.70,3.21
Escorts Kubota,"3,156.50","3,056.75","3,152.30","3,062.20",90.10,2.94
GMM Pfaudler,"1,772.30","1,700.60","1,766.55","1,716.80",49.75,2.9
Chola Fin Hold,"1,028.00",976.30,"1,024.25",995.40,28.85,2.9
Affle India,"1,139.00","1,100.00","1,125.35","1,095.45",29.90,2.73
LIC India,691.00,661.15,678.00,660.00,18.00,2.73
Guj Amb Exports,294.90,278.00,288.95,281.45,7.50,2.66
Sunteck Realty,378.90,367.90,377.20,367.50,9.70,2.64
United Spirits,"1,068.95","1,020.50","1,058.70","1,031.65",27.05,2.62
Metro Brands,"1,079.00","1,038.50","1,074.65","1,047.30",27.35,2.61
Torrent Pharma,"1,938.35","1,874.10","1,922.05","1,873.50",48.55,2.59
KEC Intl,678.95,661.75,676.70,659.75,16.95,2.57
KSB Pumps,"2,888.85","2,780.00","2,834.00","2,766.50",67.50,2.44
EIH,258.60,249.80,255.60,249.65,5.95,2.38
TMB,597.45,575.90,590.60,577.40,13.20,2.29
Lemon Tree Hote,109.50,105.50,108.50,106.10,2.40,2.26
BASF,"2,829.00","2,748.00","2,819.10","2,757.40",61.70,2.24
TataTeleservice,92.50,88.75,91.10,89.10,2.00,2.24
Deepak Fert,633.90,612.55,632.00,618.75,13.25,2.14
Indian Hotels,433.20,422.05,431.50,422.45,9.05,2.14
CCL Products,643.95,626.50,641.65,628.80,12.85,2.04
Balrampur Chini,415.75,406.50,412.60,404.40,8.20,2.03
Bikaji Foods,528.80,507.00,522.75,512.35,10.40,2.03
One 97 Paytm,902.90,882.40,898.80,881.10,17.70,2.01
APTUS VALUE,275.10,267.45,273.20,267.85,5.35,2
Mastek,"2,491.00","2,424.20","2,479.05","2,430.70",48.35,1.99
SUMITOMO,453.15,442.65,451.15,442.65,8.50,1.92
Chalet Hotels,544.65,528.25,539.30,529.45,9.85,1.86
Marico,590.10,575.80,588.25,577.65,10.60,1.84
Dalmia Bharat,"2,335.00","2,252.10","2,308.00","2,266.50",41.50,1.83
Aarti Ind,517.80,506.00,515.90,506.70,9.20,1.82
Suven Pharma,518.65,509.00,517.15,507.95,9.20,1.81
Divis Labs,"3,714.90","3,632.30","3,707.95","3,642.30",65.65,1.8
Container Corp,705.00,681.00,698.50,686.25,12.25,1.79
Eris Life,833.70,815.00,828.70,814.10,14.60,1.79
Adani Total Gas,650.00,633.00,644.70,633.40,11.30,1.78
Lupin,"1,143.00","1,118.90","1,139.05","1,119.25",19.80,1.77
Navin Fluorine,"4,724.20","4,552.10","4,686.10","4,605.35",80.75,1.75
IGL,471.80,459.25,467.15,459.15,8.00,1.74
Ajanta Pharma,"1,755.40","1,705.85","1,739.65","1,710.00",29.65,1.73
CG Consumer,309.95,304.10,309.25,304.00,5.25,1.73
Jyothy Labs,359.95,348.75,355.75,349.90,5.85,1.67
Bharti Airtel,882.40,865.80,880.30,865.90,14.40,1.66
PVR INOX,"1,838.45","1,800.95","1,826.35","1,796.90",29.45,1.64
Indiamart Inter,"3,281.00","3,185.00","3,267.95","3,215.85",52.10,1.62
Timken,"3,223.05","3,160.05","3,202.55","3,152.65",49.90,1.58
Zydus Wellness,"1,648.95","1,611.10","1,645.15","1,619.75",25.40,1.57
Rossari,883.40,851.00,870.00,856.60,13.40,1.56
BSE Limited,"1,229.00","1,108.00","1,205.35","1,187.20",18.15,1.53
Cummins,"1,750.50","1,722.10","1,746.30","1,720.15",26.15,1.52
Dr Lal PathLab,"2,254.20","2,208.00","2,239.35","2,205.80",33.55,1.52
Schaeffler Ind,"3,487.00","3,372.00","3,422.95","3,371.70",51.25,1.52
Colgate,"2,031.55","1,994.00","2,018.90","1,988.95",29.95,1.51
P and G,"16,450.00","16,190.15","16,395.50","16,153.75",241.75,1.5
Adani Power,350.50,339.15,347.55,342.45,5.10,1.49
RHI Magnesita,729.85,714.65,726.45,715.75,10.70,1.49
PB Fintech,777.80,758.30,769.60,758.30,11.30,1.49
Welspun India,129.50,124.50,125.70,123.85,1.85,1.49
Quess Corp,428.50,419.55,426.35,420.20,6.15,1.46
Cipla,"1,267.00","1,242.60","1,256.75","1,238.95",17.80,1.44
SRF,"2,465.00","2,411.20","2,454.00","2,419.55",34.45,1.42
Jubilant Food,544.00,530.25,540.70,533.30,7.40,1.39
TVS Motor,"1,484.05","1,459.15","1,478.05","1,457.90",20.15,1.38
Aurobindo Pharm,869.80,850.65,863.25,851.60,11.65,1.37
Abbott India,"23,160.00","22,754.20","23,106.60","22,793.25",313.35,1.37
ABB India,"4,540.00","4,443.05","4,500.30","4,440.80",59.50,1.34
Emami,531.00,522.00,528.35,521.45,6.90,1.32
HDFC Bank,"1,600.00","1,574.90","1,595.50","1,574.90",20.60,1.31
Home First,877.65,856.20,871.15,859.85,11.30,1.31
Max Financial,937.15,897.05,932.45,920.35,12.10,1.31
Meghmani Finech,"1,045.00","1,023.00","1,039.95","1,026.60",13.35,1.3
Nippon,330.00,324.10,326.70,322.50,4.20,1.3
Indiabulls Hsg,192.90,185.50,190.05,187.65,2.40,1.28
Titan Company,"3,180.55","3,120.85","3,176.05","3,136.15",39.90,1.27
Blue Star,756.80,741.55,751.25,742.00,9.25,1.25
Gujarat Gas,469.20,459.00,462.15,456.55,5.60,1.23
Krishna Inst.,"2,064.05","2,030.65","2,055.70","2,030.65",25.05,1.23
Laxmi Organic,320.95,313.00,316.70,312.85,3.85,1.23
PNC Infratech,355.00,344.50,348.70,344.45,4.25,1.23
Britannia,"4,590.00","4,503.05","4,569.15","4,514.95",54.20,1.2
Metropolis,"1,422.40","1,390.05","1,413.65","1,396.90",16.75,1.2
Campus Active,301.35,296.60,299.65,296.15,3.50,1.18
Hikal,317.05,310.40,311.90,308.30,3.60,1.17
Sonata,"1,109.90","1,090.00","1,101.70","1,088.95",12.75,1.17
Tanla Platforms,"1,080.00","1,022.00","1,032.40","1,020.55",11.85,1.16
FDC,390.00,378.90,385.40,381.05,4.35,1.14
NHPC,53.60,52.15,53.30,52.70,0.60,1.14
Siemens,"3,954.00","3,897.80","3,944.80","3,900.35",44.45,1.14
CAMS,"2,504.25","2,448.00","2,474.75","2,447.15",27.60,1.13
HLE Glascoat,588.00,577.50,584.85,578.30,6.55,1.13
HLE Glascoat,588.00,577.50,584.85,578.30,6.55,1.13
Finolex Ind,252.90,245.50,250.00,247.25,2.75,1.11
VIP Industries,716.90,691.60,708.25,700.45,7.80,1.11
SKF India,"5,389.70","5,269.35","5,309.20","5,251.60",57.60,1.1
Chambal Fert,287.90,280.55,285.50,282.45,3.05,1.08
Latent View,465.90,451.30,460.30,455.40,4.90,1.08
JB Chemicals,"2,888.25","2,808.05","2,838.90","2,808.85",30.05,1.07
UTI AMC,786.05,779.00,782.10,773.85,8.25,1.07
General Insuran,232.20,227.00,230.20,227.80,2.40,1.05
HDFC Life,651.20,639.30,647.55,640.95,6.60,1.03
Rallis India,239.90,234.40,238.75,236.40,2.35,0.99
Apollo Hospital,"5,043.65","4,954.00","5,033.10","4,984.50",48.60,0.98
Amara Raja Batt,667.10,652.50,656.35,649.95,6.40,0.98
ITC,448.50,442.00,447.45,443.10,4.35,0.98
UltraTechCement,"8,556.80","8,444.10","8,537.40","8,454.85",82.55,0.98
GAIL,125.90,123.00,124.60,123.40,1.20,0.97
Motilal Oswal,908.00,894.00,903.00,894.30,8.70,0.97
Guj State Petro,291.40,278.25,280.05,277.45,2.60,0.94
IRCTC,715.90,696.05,708.50,701.90,6.60,0.94
JSW Energy,387.40,376.05,382.30,378.75,3.55,0.94
Fine Organics,"4,959.95","4,878.65","4,939.35","4,893.85",45.50,0.93
Hindustan Aeron,"3,998.70","3,951.05","3,989.45","3,952.85",36.60,0.93
Sundram,"1,308.80","1,281.00","1,296.75","1,284.75",12.00,0.93
Sun Pharma,"1,149.00","1,129.05","1,142.35","1,131.90",10.45,0.92
Transport Corp,815.20,803.00,814.15,806.75,7.40,0.92
Alembic Pharma,789.85,765.20,785.30,778.30,7.00,0.9
Berger Paints,717.00,700.05,715.75,709.45,6.30,0.89
Redington,167.90,163.45,164.85,163.40,1.45,0.89
ITI,128.85,122.45,127.70,126.60,1.10,0.87
Atul,"7,490.00","7,352.00","7,463.65","7,399.90",63.75,0.86
