company_name,high,low,last_price,prev_close,change,percent_gain
Rail Vikas,292.30,245.00,291.25,243.60,47.65,19.56
General Insuran,363.95,307.50,356.05,305.70,50.35,16.47
HUDCO,163.00,138.60,159.40,137.70,21.70,15.76
Aarti Ind,691.75,614.80,678.90,611.60,67.30,11
New India Assur,243.30,222.50,242.90,221.20,21.70,9.81
IRFC,160.85,149.20,160.25,146.25,14.00,9.57
NBCC (India),95.90,87.90,94.55,87.20,7.35,8.43
Linde India,"5,985.00","5,417.75","5,822.25","5,410.45",411.80,7.61
JK Paper,433.30,402.65,429.95,400.10,29.85,7.46
Intellect Desig,956.30,870.00,923.75,866.20,57.55,6.64
Swan Energy,590.95,551.80,584.95,549.15,35.80,6.52
REC,453.85,429.25,451.60,424.30,27.30,6.43
RITES,564.00,522.65,553.45,520.30,33.15,6.37
IRCTC,988.80,934.05,983.80,927.25,56.55,6.1
Gujarat Fluoro,"3,737.95","3,490.00","3,726.45","3,515.50",210.95,6
Bajaj Holdings,"8,500.00","8,003.50","8,472.80","7,999.35",473.45,5.92
JM Financial,112.10,104.00,109.20,103.15,6.05,5.87
Indiamart Inter,"2,704.95","2,501.35","2,633.50","2,488.65",144.85,5.82
Oracle Fin Serv,"7,173.40","6,422.10","6,877.10","6,545.50",331.60,5.07
Supreme Ind,"4,194.70","3,925.20","4,123.50","3,924.50",199.00,5.07
Manappuram Fin,178.95,170.65,178.40,169.80,8.60,5.06
Power Finance,413.60,396.15,412.35,392.70,19.65,5
Sterling Wilson,480.15,467.75,480.15,457.30,22.85,5
GSFC,299.85,286.70,297.40,283.70,13.70,4.83
SJVN,107.30,101.10,105.45,100.60,4.85,4.82
BHEL,223.00,212.50,222.25,212.15,10.10,4.76
JSW Energy,510.00,483.00,501.40,478.75,22.65,4.73
HFCL,90.95,83.80,88.55,84.60,3.95,4.67
Engineers India,237.00,222.20,233.95,223.55,10.40,4.65
Motilal Oswal,"1,625.00","1,527.50","1,590.25","1,523.55",66.70,4.38
Borosil Renew,517.10,493.75,510.00,488.75,21.25,4.35
Zomato,135.50,128.00,135.05,129.45,5.60,4.33
Birla Corp,"1,458.95","1,380.05","1,436.20","1,376.95",59.25,4.3
Hind Copper,266.00,255.90,264.85,253.95,10.90,4.29
Oil India,419.80,398.05,412.30,395.45,16.85,4.26
Godrej Consumer,"1,154.45","1,113.50","1,149.25","1,103.90",45.35,4.11
Tata Inv Corp,"4,680.00","4,395.25","4,563.15","4,383.15",180.00,4.11
Godfrey Phillip,"2,236.00","2,124.10","2,215.80","2,128.90",86.90,4.08
Cummins,"2,118.90","2,031.30","2,112.45","2,030.80",81.65,4.02
Indian Hotels,484.65,463.75,482.20,463.60,18.60,4.01
PB Fintech,904.40,862.40,897.00,862.95,34.05,3.95
FSN E-Co Nykaa,173.80,166.70,172.35,165.95,6.40,3.86
Max Healthcare,738.40,711.30,731.80,704.90,26.90,3.82
PNB,102.50,98.90,102.20,98.50,3.70,3.76
Muthoot Finance,"1,439.15","1,381.00","1,431.10","1,380.30",50.80,3.68
Timken,"3,453.30","3,282.05","3,411.80","3,290.55",121.25,3.68
ONGC,242.55,235.00,242.05,233.55,8.50,3.64
NMDC,211.35,204.65,210.85,203.60,7.25,3.56
Firstsource Sol,205.70,198.65,204.75,197.75,7.00,3.54
NCC,204.95,196.20,203.55,196.65,6.90,3.51
Bharti Airtel,"1,136.35","1,089.80","1,125.00","1,087.05",37.95,3.49
NHPC,75.35,70.15,73.55,71.10,2.45,3.45
Balaji Amines,"2,508.70","2,417.60","2,475.65","2,395.70",79.95,3.34
Astral Ltd,"1,859.00","1,801.60","1,850.75","1,791.40",59.35,3.31
Central Bank,55.00,52.55,54.55,52.80,1.75,3.31
Jubilant Pharmo,579.50,560.10,572.90,554.70,18.20,3.28
ICICI Lombard ,"1,502.00","1,434.90","1,486.95","1,440.05",46.90,3.26
Hitachi Energy,"6,280.00","5,961.00","6,131.55","5,939.35",192.20,3.24
Shyam Metalics,682.40,654.00,677.25,656.75,20.50,3.12
Rashtriya Chem,181.00,173.05,177.30,171.95,5.35,3.11
Balkrishna Ind,"2,652.00","2,572.00","2,641.95","2,562.45",79.50,3.1
NTPC,309.45,301.70,308.45,299.30,9.15,3.06
Global Health,"1,098.00","1,060.55","1,093.65","1,061.25",32.40,3.05
Phoenix Mills,"2,573.35","2,490.00","2,563.45","2,488.25",75.20,3.02
Varun Beverages,"1,282.40","1,228.00","1,267.35","1,230.15",37.20,3.02
Varun Beverages,"1,282.40","1,228.00","1,267.35","1,230.15",37.20,3.02
Cera Sanitary,"8,190.00","7,950.00","8,170.40","7,934.30",236.10,2.98
Orient Electric,225.40,217.35,224.50,218.00,6.50,2.98
Capri Global,994.90,955.05,981.95,954.00,27.95,2.93
Ceat,"2,641.00","2,528.35","2,594.75","2,521.40",73.35,2.91
GAIL,169.20,164.40,168.30,163.55,4.75,2.9
IOC,149.30,143.80,148.65,144.50,4.15,2.87
Archean Chem,619.95,605.00,617.10,600.15,16.95,2.82
